date,store,cash,total
2025-08-21,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,non-cash,2000
2025-08-21,Коса,cash,3220
2025-08-21,Коса,non-cash,7155
2025-08-21,Красная,cash,1400
2025-08-21,Красная,non-cash,10170
2025-08-21,Краснодар Оз Мол,cash,1100
2025-08-21,Краснодар Оз Мол,non-cash,3875
2025-08-21,Лента,cash,400
2025-08-21,Лента,non-cash,4400
2025-08-21,Советов,cash,1000
2025-08-21,Советов,non-cash,8650
2025-08-21,Черноморский,cash,7350
2025-08-21,Черноморский,non-cash,30815
2025-08-22,Анапа Черноморская,cash,800
2025-08-22,Анапа Черноморская,non-cash,5400
2025-08-22,Боба Рэббит,cash,4850
2025-08-22,Боба Рэббит,non-cash,29805
2025-08-22,Галерея Краснодар,cash,2400
2025-08-22,Галерея Краснодар,non-cash,12710
2025-08-22,Геленджик,cash,2750
2025-08-22,Геленджик,non-cash,9300
2025-08-22,Грин Парк,cash,2400
2025-08-22,Грин Парк,non-cash,13920
2025-08-22,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,cash,350
2025-08-22,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,non-cash,2660
2025-08-22,Коса,cash,4400
2025-08-22,Коса,non-cash,5700
2025-08-22,Красная,cash,2150
2025-08-22,Красная,non-cash,9100
2025-08-22,Краснодар Оз Мол,cash,2500
2025-08-22,Краснодар Оз Мол,non-cash,10900
2025-08-22,Лента,cash,780
2025-08-22,Лента,non-cash,3500
2025-08-22,Советов,cash,4000
2025-08-22,Советов,non-cash,11800
2025-08-22,Черноморский,cash,5550
2025-08-22,Черноморский,non-cash,26975
2025-08-23,Анапа Черноморская,cash,400
2025-08-23,Анапа Черноморская,non-cash,2500
2025-08-23,Боба Рэббит,cash,5250
2025-08-23,Боба Рэббит,non-cash,35351
2025-08-23,Галерея Краснодар,cash,569
2025-08-23,Галерея Краснодар,non-cash,10951
2025-08-23,Геленджик,cash,3150
2025-08-23,Геленджик,non-cash,16000
2025-08-23,Грин Парк,cash,2175
2025-08-23,Грин Парк,non-cash,13675
2025-08-23,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,cash,350
2025-08-23,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,non-cash,4280
2025-08-23,Коса,cash,8205
2025-08-23,Коса,non-cash,14910
2025-08-23,Красная,cash,1950
2025-08-23,Красная,non-cash,16000
2025-08-23,Краснодар Оз Мол,cash,2000
2025-08-23,Краснодар Оз Мол,non-cash,14650
2025-08-23,Лента,cash,750
2025-08-23,Лента,non-cash,5650
2025-08-23,Советов,cash,700
2025-08-23,Советов,non-cash,8650
2025-08-23,Черноморский,cash,4200
2025-08-23,Черноморский,non-cash,30900
2025-08-24,Анапа Черноморская,cash,650
2025-08-24,Анапа Черноморская,non-cash,6100
2025-08-24,Боба Рэббит,cash,2250
2025-08-24,Боба Рэббит,non-cash,10795
2025-08-24,Галерея Краснодар,cash,1900
2025-08-24,Галерея Краснодар,non-cash,7550
2025-08-24,Геленджик,cash,2500
2025-08-24,Геленджик,non-cash,6800
2025-08-24,Грин Парк,cash,4650
2025-08-24,Грин Парк,non-cash,10700
2025-08-24,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,cash,700
2025-08-24,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,non-cash,3740
2025-08-24,Коса,cash,10660
2025-08-24,Коса,non-cash,17360
2025-08-24,Красная,cash,6000
2025-08-24,Красная,non-cash,19210
2025-08-24,Краснодар Оз Мол,cash,4200
2025-08-24,Краснодар Оз Мол,non-cash,12557
2025-08-24,Лента,cash,350
2025-08-24,Лента,non-cash,5325
2025-08-24,Советов,cash,350
2025-08-24,Советов,non-cash,11400
2025-08-24,Черноморский,cash,16950
2025-08-24,Черноморский,non-cash,25975
2025-08-25,Анапа Черноморская,cash,850
2025-08-25,Анапа Черноморская,non-cash,7950
2025-08-25,Боба Рэббит,cash,8400
2025-08-25,Боба Рэббит,non-cash,22775
2025-08-25,Галерея Краснодар,cash,1250
2025-08-25,Галерея Краснодар,non-cash,6720
2025-08-25,Геленджик,cash,1250
2025-08-25,Геленджик,non-cash,5550
2025-08-25,Грин Парк,cash,2350
2025-08-25,Грин Парк,non-cash,12590
2025-08-25,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,cash,0
2025-08-25,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,non-cash,1525
2025-08-25,Коса,cash,2350
2025-08-25,Коса,non-cash,4640
2025-08-25,Красная,cash,2850
2025-08-25,Красная,non-cash,9875
2025-08-25,Краснодар Оз Мол,cash,3400
2025-08-25,Краснодар Оз Мол,non-cash,3675
2025-08-25,Лента,cash,500
2025-08-25,Лента,non-cash,5075
2025-08-25,Советов,cash,1400
2025-08-25,Советов,non-cash,11375
2025-08-25,Черноморский,cash,3625
2025-08-25,Черноморский,non-cash,27150
2025-08-26,Анапа Черноморская,cash,750
2025-08-26,Анапа Черноморская,non-cash,5275
2025-08-26,Боба Рэббит,cash,2350
2025-08-26,Боба Рэббит,non-cash,22400
2025-08-26,Галерея Краснодар,cash,500
2025-08-26,Галерея Краснодар,non-cash,6150
2025-08-26,Геленджик,cash,2600
2025-08-26,Геленджик,non-cash,10150
2025-08-26,Грин Парк,cash,5050
2025-08-26,Грин Парк,non-cash,12455
2025-08-26,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,cash,1550
2025-08-26,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,non-cash,2550
2025-08-26,Коса,cash,3125
2025-08-26,Коса,non-cash,3837
2025-08-26,Красная,cash,400
2025-08-26,Красная,non-cash,13500
2025-08-26,Краснодар Оз Мол,cash,3300
2025-08-26,Краснодар Оз Мол,non-cash,8700
2025-08-26,Лента,cash,1875
2025-08-26,Лента,non-cash,3775
2025-08-26,Советов,cash,250
2025-08-26,Советов,non-cash,8475
2025-08-26,Черноморский,cash,5475
2025-08-26,Черноморский,non-cash,15825
2025-08-27,Анапа Черноморская,cash,275
2025-08-27,Анапа Черноморская,non-cash,1800
2025-08-27,Боба Рэббит,cash,2050
2025-08-27,Боба Рэббит,non-cash,22100
2025-08-27,Галерея Краснодар,cash,900
2025-08-27,Галерея Краснодар,non-cash,9360
2025-08-27,Геленджик,cash,1900
2025-08-27,Геленджик,non-cash,7850
2025-08-27,Грин Парк,cash,4675
2025-08-27,Грин Парк,non-cash,5575
2025-08-27,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,cash,5150
2025-08-27,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,non-cash,3300
2025-08-27,Коса,cash,2970
2025-08-27,Коса,non-cash,7020
2025-08-27,Красная,cash,650
2025-08-27,Красная,non-cash,9400
2025-08-27,Краснодар Оз Мол,cash,1010
2025-08-27,Краснодар Оз Мол,non-cash,1550
2025-08-27,Лента,cash,833
2025-08-27,Лента,non-cash,3952
2025-08-27,Советов,cash,2000
2025-08-27,Советов,non-cash,11800
2025-08-27,Черноморский,cash,3550
2025-08-27,Черноморский,non-cash,23150
2025-08-28,Анапа Черноморская,cash,200
2025-08-28,Анапа Черноморская,non-cash,4325
2025-08-28,Боба Рэббит,cash,4900
2025-08-28,Боба Рэббит,non-cash,22880
2025-08-28,Галерея Краснодар,cash,1950
2025-08-28,Галерея Краснодар,non-cash,8510
2025-08-28,Геленджик,cash,3325
2025-08-28,Геленджик,non-cash,11050
2025-08-28,Грин Парк,cash,7500
2025-08-28,Грин Парк,non-cash,5350
2025-08-28,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,cash,1400
2025-08-28,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,non-cash,700
2025-08-28,Коса,cash,1200
2025-08-28,Коса,non-cash,2650
2025-08-28,Красная,cash,2400
2025-08-28,Красная,non-cash,14610
2025-08-28,Лента,cash,600
2025-08-28,Лента,non-cash,4450
2025-08-28,Советов,cash,1950
2025-08-28,Советов,non-cash,13550
2025-08-28,Черноморский,cash,5250
2025-08-28,Черноморский,non-cash,18135
2025-08-29,Анапа Черноморская,cash,0
2025-08-29,Анапа Черноморская,non-cash,8000
2025-08-29,Боба Рэббит,cash,6150
2025-08-29,Боба Рэббит,non-cash,26300
2025-08-29,Галерея Краснодар,cash,1550
2025-08-29,Галерея Краснодар,non-cash,10390
2025-08-29,Геленджик,cash,2225
2025-08-29,Геленджик,non-cash,6700
2025-08-29,Грин Парк,cash,5400
2025-08-29,Грин Парк,non-cash,13425
2025-08-29,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,cash,0
2025-08-29,КРАСНОДАР КРАСНАЯ ПЛОЩАДЬ,non-cash,910
2025-08-29,Коса,cash,2150
2025-08-29,Коса,non-cash,7050
2025-08-29,Красная,cash,1560
2025-08-29,Красная,non-cash,20025
2025-08-29,Краснодар Оз Мол,cash,11250
2025-08-29,Краснодар Оз Мол,non-cash,0
2025-08-29,Лента,cash,0
2025-08-29,Лента,non-cash,3800
2025-08-29,Советов,cash,2050
2025-08-29,Советов,non-cash,12800
2025-08-29,Черноморский,cash,7400
2025-08-29,Черноморский,non-cash,20293
2025-08-30,Анапа Черноморская,cash,950
2025-08-30,Анапа Черноморская,non-cash,7825
2025-08-30,Боба Рэббит,cash,5365
2025-08-30,Боба Рэббит,non-cash,31690
2025-08-30,Галерея Краснодар,cash,100
2025-08-30,Галерея Краснодар,non-cash,11325
2025-08-30,Геленджик,cash,3250
2025-08-30,Геленджик,non-cash,5000
2025-08-30,Грин Парк,cash,2100
2025-08-30,Грин Парк,non-cash,14500
2025-08-30,Коса,cash,6800
2025-08-30,Коса,non-cash,11550
2025-08-30,Красная,cash,2350
2025-08-30,Красная,non-cash,21700
2025-08-30,Краснодар Оз Мол,cash,5250
2025-08-30,Краснодар Оз Мол,non-cash,10335
2025-08-30,Лента,cash,8150
2025-08-30,Лента,non-cash,73100
2025-08-30,Советов,cash,3650
2025-08-30,Советов,non-cash,14400
2025-08-30,Черноморский,cash,8850
2025-08-30,Черноморский,non-cash,19900
2025-08-31,Анапа Черноморская,cash,1550
2025-08-31,Анапа Черноморская,non-cash,2750
2025-08-31,Боба Рэббит,cash,3550
2025-08-31,Боба Рэббит,non-cash,30370
2025-08-31,Галерея Краснодар,cash,2650
2025-08-31,Галерея Краснодар,non-cash,14300
2025-08-31,Геленджик,cash,1900
2025-08-31,Геленджик,non-cash,6995
2025-08-31,Грин Парк,cash,2700
2025-08-31,Грин Парк,non-cash,8525
2025-08-31,Коса,cash,1900
2025-08-31,Коса,non-cash,5562
2025-08-31,Красная,cash,4100
2025-08-31,Красная,non-cash,14585
2025-08-31,Краснодар Оз Мол,cash,3075
2025-08-31,Краснодар Оз Мол,non-cash,13800
2025-08-31,Лента,cash,0
2025-08-31,Лента,non-cash,9200
2025-08-31,Советов,cash,3500
2025-08-31,Советов,non-cash,11890
2025-08-31,Черноморский,cash,6900
2025-08-31,Черноморский,non-cash,15025
2025-09-01,Анапа Черноморская,cash,1250
2025-09-01,Анапа Черноморская,non-cash,7636
2025-09-01,Боба Рэббит,cash,6650
2025-09-01,Боба Рэббит,non-cash,36285
2025-09-01,Галерея Краснодар,cash,4200
2025-09-01,Галерея Краснодар,non-cash,9855
2025-09-01,Геленджик,cash,2950
2025-09-01,Геленджик,non-cash,5500
2025-09-01,Грин Парк,cash,9575
2025-09-01,Грин Парк,non-cash,13780
2025-09-01,Красная,cash,6910
2025-09-01,Красная,non-cash,15290
2025-09-01,Краснодар Оз Мол,cash,1750
2025-09-01,Краснодар Оз Мол,non-cash,7600
2025-09-01,Лента,cash,0
2025-09-01,Лента,non-cash,10050
2025-09-01,Советов,cash,1500
2025-09-01,Советов,non-cash,13300
2025-09-01,Черноморский,cash,10825
2025-09-01,Черноморский,non-cash,36275
2025-09-02,Анапа Черноморская,cash,700
2025-09-02,Анапа Черноморская,non-cash,3387
2025-09-02,Боба Рэббит,cash,1200
2025-09-02,Боба Рэббит,non-cash,18500
2025-09-02,Галерея Краснодар,cash,400
2025-09-02,Галерея Краснодар,non-cash,4000
2025-09-02,Геленджик,cash,1750
2025-09-02,Геленджик,non-cash,2500
2025-09-02,Грин Парк,cash,975
2025-09-02,Грин Парк,non-cash,8055
2025-09-02,Коса,cash,0
2025-09-02,Коса,non-cash,1350
2025-09-02,Красная,cash,1950
2025-09-02,Красная,non-cash,8435
2025-09-02,Краснодар Оз Мол,cash,0
2025-09-02,Краснодар Оз Мол,non-cash,4250
2025-09-02,Лента,cash,0
2025-09-02,Лента,non-cash,2755
2025-09-02,Советов,cash,800
2025-09-02,Советов,non-cash,9032
2025-09-02,Черноморский,cash,4400
2025-09-02,Черноморский,non-cash,12851
2025-09-03,Анапа Черноморская,cash,400
2025-09-03,Анапа Черноморская,non-cash,2500
2025-09-03,Боба Рэббит,cash,3175
2025-09-03,Боба Рэббит,non-cash,13450
2025-09-03,Галерея Краснодар,cash,700
2025-09-03,Галерея Краснодар,non-cash,4810
2025-09-03,Геленджик,cash,1600
2025-09-03,Геленджик,non-cash,5100
2025-09-03,Грин Парк,cash,350
2025-09-03,Грин Парк,non-cash,7615
2025-09-03,Красная,cash,800
2025-09-03,Красная,non-cash,9230
2025-09-03,Краснодар Оз Мол,cash,1150
2025-09-03,Краснодар Оз Мол,non-cash,1525
2025-09-03,Лента,cash,450
2025-09-03,Лента,non-cash,4130
2025-09-03,Советов,cash,1550
2025-09-03,Советов,non-cash,10125
2025-09-03,Черноморский,cash,3050
2025-09-03,Черноморский,non-cash,12650
2025-09-04,Анапа Черноморская,cash,500
2025-09-04,Анапа Черноморская,non-cash,4300
2025-09-04,Боба Рэббит,cash,1700
2025-09-04,Боба Рэббит,non-cash,12750
2025-09-04,Галерея Краснодар,cash,350
2025-09-04,Галерея Краснодар,non-cash,6875
2025-09-04,Геленджик,cash,1150
2025-09-04,Геленджик,non-cash,4100
2025-09-04,Грин Парк,cash,1800
2025-09-04,Грин Парк,non-cash,9550
2025-09-04,Красная,cash,350
2025-09-04,Красная,non-cash,5400
2025-09-04,Краснодар Оз Мол,cash,1950
2025-09-04,Краснодар Оз Мол,non-cash,4675
2025-09-04,Лента,cash,600
2025-09-04,Лента,non-cash,3855
2025-09-04,Советов,cash,1650
2025-09-04,Советов,non-cash,9875
2025-09-04,Черноморский,cash,2150
2025-09-04,Черноморский,non-cash,7650
2025-09-05,Анапа Черноморская,cash,0
2025-09-05,Анапа Черноморская,non-cash,2425
2025-09-05,Боба Рэббит,cash,3200
2025-09-05,Боба Рэббит,non-cash,18000
2025-09-05,Галерея Краснодар,cash,750
2025-09-05,Галерея Краснодар,non-cash,4475
2025-09-05,Геленджик,cash,1050
2025-09-05,Геленджик,non-cash,2000
2025-09-05,Грин Парк,cash,1800
2025-09-05,Грин Парк,non-cash,6380
